City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
698,Hirara,JP,24.8,125.2833,82.67,89,75,18.41,broken clouds
699,Mangrol,IN,21.1167,70.1167,81.21,83,26,9.35,scattered clouds
700,Teknaf,BD,20.8624,92.3058,78.82,89,29,5.37,scattered clouds
701,Nelson Bay,AU,-32.7167,152.15,59.11,63,18,3.0,few clouds
702,Srednekolymsk,RU,67.45,153.6833,48.78,41,95,13.91,overcast clouds
703,Baturaja,ID,-4.1333,104.1667,71.74,97,99,1.48,overcast clouds
704,Cockburn Town,TC,21.4612,-71.1419,84.16,70,75,9.22,broken clouds
705,Yellandu,IN,17.6,80.3333,82.94,55,79,4.21,broken clouds
706,Awbari,LY,26.5921,12.7805,81.84,20,0,5.44,clear sky
707,Susanville,US,40.4163,-120.653,69.64,48,0,23.02,clear sky
708,Akdagmadeni,TR,39.6603,35.8836,56.34,91,100,4.16,overcast clouds
709,Dryden,CA,49.7833,-92.7503,61.09,36,40,8.05,scattered clouds
710,Inongo,CD,-1.95,18.2667,72.19,71,85,4.34,overcast clouds
711,Mwingi,KE,-0.9344,38.0601,61.77,89,51,4.16,broken clouds
712,Buala,SB,-8.145,159.5921,83.1,75,93,9.69,light rain
713,Marystown,CA,47.1666,-55.1483,50.86,100,81,6.6,broken clouds
714,Bassano,CA,50.7834,-112.4685,61.83,77,99,19.73,moderate rain
